Empresa,Receita_Liquida,Lucro_Liquido,Margem_Liquida,ROE,ROA,Endividamento,Crescimento_Receita
AMBEV,52043129.8,11841976.333333334,24.738386893212816,23.09319338145066,13.54072576312606,69.77724963580842,9.717498276451906
B3,5352342.533333333,2458497.2666666666,50.23096969444878,11.709046304293024,6.402761478876636,69.92991972029348,13.686001729001285
BRADESCO,128869989.33333333,6178458.6,3.9947224052215633,1.7977944817047407,0.3449097808559003,160.12916507907616,11.087869239248166
ITAU,172590266.66666666,0.0,0.0,0.0,0.0,39.986449326900846,12.393534195548545
MAGAZINE LUIZA,18617921.4,146557.6,1.0890691063491136,15.894330462190418,1.6020974144211322,970.331736498678,16.866658299146675
NATURA,16617489.466666667,-140531.2,3.6488436800440147,27.979356628983762,5.424520886120999,372.8510654009049,16.58206977803613
PETROBRAS,352653215.1333333,38371486.93333333,8.807240234241991,10.387205690074596,4.271268439833361,167.99902528000658,8.270937230026371
VALE,145607698.86666667,26175413.933333334,13.505883652270155,14.346768566049986,6.683966547914997,118.30209629581289,8.276644156868512
WEG,15054783.8,2169134.2,13.126932602613945,20.501721530885042,10.528866399397407,101.00115404595088,17.150781255141727
